"...1","SegmentR","PEPR","AgeR","TimeRelationR","IncomeSourceR","ActivityR","NationalityR","CommonAddR","ProductTR","SubproductR","OperationTR","MonetaryInstR","DivisaR","ChannelR","OperabilitySR","OGoverR","SARR","VMR","VOR","SumSeR","SumReR","RSR","AAR","SendingNumR","ReceivingNumR","StateOpeR","StateResR","MunOpeR","MunResR","CountryR","row_median","tag"
200,80,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,75,80,100,85,85,85,70,80,80,90,80,100,90,100,90,"High"
201,100,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,75,100,80,65,85,85,90,80,80,90,80,100,90,100,100,"High"
202,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,75,100,100,65,85,65,90,80,80,90,80,100,90,100,100,"High"
203,100,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,100,80,80,65,65,85,90,80,80,90,80,100,90,100,100,"High"
204,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,75,80,80,65,65,65,70,80,80,90,80,100,90,100,100,"High"
205,100,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,75,100,80,65,85,85,90,80,80,90,80,100,90,100,90,"High"
206,100,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,75,80,80,65,65,65,90,80,80,90,80,100,90,100,90,"High"
207,100,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,100,80,80,65,65,65,90,80,80,90,80,100,90,100,100,"High"
208,80,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,75,80,100,85,65,85,70,80,80,90,80,100,90,100,90,"High"
209,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,75,80,100,85,85,65,70,80,80,90,80,100,90,100,100,"High"
210,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,75,80,100,65,65,85,70,80,80,90,80,100,90,100,100,"High"
211,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,100,80,80,85,65,85,70,80,80,90,80,100,90,100,100,"High"
212,100,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,75,80,80,65,85,65,90,80,80,90,80,100,90,100,90,"High"
213,80,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,75,100,80,85,65,65,90,80,80,90,80,100,90,100,100,"High"
214,80,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,75,100,80,85,65,85,90,80,80,90,80,100,90,100,100,"High"
215,80,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,100,100,80,85,85,65,70,80,80,90,80,100,90,100,100,"High"
216,100,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,75,100,100,85,85,65,70,80,80,90,80,100,90,100,100,"High"
217,80,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,75,100,100,85,65,85,70,80,80,90,80,100,90,100,100,"High"
218,80,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,100,80,80,85,85,65,90,80,80,90,80,100,90,100,90,"High"
219,100,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,75,100,100,65,65,85,70,80,80,90,80,100,90,100,100,"High"
220,100,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,80,80,85,65,85,90,80,80,90,80,100,90,100,100,"High"
221,100,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,75,100,100,65,85,65,70,80,80,90,80,100,90,100,100,"High"
222,80,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,75,80,100,65,65,65,90,80,80,90,80,100,90,100,100,"High"
223,80,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,100,80,80,85,85,65,90,80,80,90,80,100,90,100,100,"High"
224,100,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,75,80,100,85,65,85,90,80,80,90,80,100,90,100,100,"High"
225,80,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,75,100,80,65,85,65,70,80,80,90,80,100,90,100,100,"High"
226,80,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,75,80,100,65,65,65,70,80,80,90,80,100,90,100,100,"High"
227,100,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,100,100,100,65,65,85,90,80,80,90,80,100,90,100,100,"High"
228,80,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,75,100,80,65,85,85,70,80,80,90,80,100,90,100,100,"High"
229,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,80,100,65,65,65,90,80,80,90,80,100,90,100,100,"High"
230,80,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,75,80,80,85,65,65,90,80,80,90,80,100,90,100,90,"High"
231,80,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,100,100,100,65,65,85,90,80,80,90,80,100,90,100,100,"High"
232,100,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,75,100,100,85,65,65,70,80,80,90,80,100,90,100,100,"High"
233,100,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,100,80,100,85,85,65,70,80,80,90,80,100,90,100,100,"High"
234,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,100,80,80,65,85,85,70,80,80,90,80,100,90,100,100,"High"
235,80,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,75,80,100,85,85,85,70,80,80,90,80,100,90,100,100,"High"
236,100,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,100,100,85,85,65,90,80,80,90,80,100,90,100,100,"High"
237,100,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,100,100,80,65,85,65,70,80,80,90,80,100,90,100,100,"High"
238,100,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,100,80,100,85,65,65,70,80,80,90,80,100,90,100,100,"High"
239,80,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,100,100,100,65,65,65,90,80,80,90,80,100,90,100,100,"High"
240,100,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,75,100,80,85,85,65,90,80,80,90,80,100,90,100,100,"High"
241,100,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,100,100,100,65,85,65,90,80,80,90,80,100,90,100,100,"High"
242,100,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,75,100,80,65,65,65,70,80,80,90,80,100,90,100,100,"High"
243,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,75,80,80,85,65,65,90,80,80,90,80,100,90,100,90,"High"
244,80,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,100,80,80,65,65,85,90,80,80,90,80,100,90,100,100,"High"
245,80,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,100,80,100,65,85,85,70,80,80,90,80,100,90,100,100,"High"
246,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,80,100,85,85,85,70,80,80,90,80,100,90,100,100,"High"
247,100,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,75,80,100,65,85,85,90,80,80,90,80,100,90,100,100,"High"
248,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,75,80,100,65,65,85,90,80,80,90,80,100,90,100,100,"High"
249,100,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,100,100,100,65,65,85,70,80,80,90,80,100,90,100,100,"High"
250,100,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,75,100,100,85,65,65,70,80,80,90,80,100,90,100,100,"High"
251,80,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,75,80,100,65,85,65,70,80,80,90,80,100,90,100,100,"High"
252,100,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,75,80,80,85,85,65,70,80,80,90,80,100,90,100,90,"High"
253,100,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,75,100,80,65,85,85,70,80,80,90,80,100,90,100,100,"High"
254,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,75,100,100,85,65,85,90,80,80,90,80,100,90,100,100,"High"
255,100,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,75,100,80,65,85,85,70,80,80,90,80,100,90,100,100,"High"
256,80,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,100,100,80,85,85,65,90,80,80,90,80,100,90,100,100,"High"
257,100,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,100,100,80,85,65,65,70,80,80,90,80,100,90,100,100,"High"
258,100,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,75,100,100,85,65,85,90,80,80,90,80,100,90,100,100,"High"
259,100,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,100,100,65,65,65,70,80,80,90,80,100,90,100,100,"High"
260,80,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,100,80,100,65,65,65,70,80,80,90,80,100,90,100,100,"High"
261,80,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,75,100,100,85,65,85,90,80,80,90,80,100,90,100,100,"High"
262,100,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,75,80,100,85,65,85,70,80,80,90,80,100,90,100,90,"High"
263,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,80,100,85,65,65,70,80,80,90,80,100,90,100,100,"High"
264,80,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,100,80,80,65,85,65,90,80,80,90,80,100,90,100,90,"High"
265,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,75,80,100,65,65,65,90,80,80,90,80,100,90,100,90,"High"
266,100,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,100,100,80,85,65,65,90,80,80,90,80,100,90,100,100,"High"
267,80,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,75,80,100,65,65,65,90,80,80,90,80,100,90,100,90,"High"
268,80,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,75,100,80,85,65,85,90,80,80,90,80,100,90,100,100,"High"
269,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,75,100,80,85,85,65,90,80,80,90,80,100,90,100,100,"High"
270,100,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,100,100,100,85,65,85,90,80,80,90,80,100,90,100,100,"High"
271,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,75,80,100,85,85,65,90,80,80,90,80,100,90,100,90,"High"
272,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,100,100,100,85,85,65,70,80,80,90,80,100,90,100,100,"High"
273,80,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,100,100,80,85,85,65,90,80,80,90,80,100,90,100,100,"High"
274,100,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,100,80,100,85,65,65,70,80,80,90,80,100,90,100,100,"High"
275,100,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,75,100,80,65,65,85,90,80,80,90,80,100,90,100,100,"High"
276,100,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,75,100,100,85,65,85,70,80,80,90,80,100,90,100,100,"High"
277,80,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,75,100,100,85,85,85,90,80,80,90,80,100,90,100,100,"High"
278,80,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,100,100,80,85,65,65,70,80,80,90,80,100,90,100,100,"High"
279,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,100,100,80,85,65,85,70,80,80,90,80,100,90,100,100,"High"
280,100,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,100,80,100,65,85,65,90,80,80,90,80,100,90,100,100,"High"
281,100,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,100,80,80,65,85,65,90,80,80,90,80,100,90,100,100,"High"
282,80,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,75,100,80,65,65,85,90,80,80,90,80,100,90,100,100,"High"
283,100,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,75,100,100,85,65,65,90,80,80,90,80,100,90,100,100,"High"
284,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,75,80,100,85,85,65,70,80,80,90,80,100,90,100,100,"High"
285,80,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,75,80,80,65,65,65,70,80,80,90,80,100,90,100,90,"High"
286,80,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,100,80,100,65,65,65,70,80,80,90,80,100,90,100,100,"High"
287,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,75,100,100,65,85,65,70,80,80,90,80,100,90,100,100,"High"
288,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,75,100,80,65,65,85,70,80,80,90,80,100,90,100,100,"High"
289,100,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,100,80,80,85,65,85,70,80,80,90,80,100,90,100,100,"High"
290,100,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,75,80,80,65,65,85,90,80,80,90,80,100,90,100,90,"High"
291,100,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,75,80,80,65,65,85,70,80,80,90,80,100,90,100,90,"High"
292,100,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,100,80,80,85,65,65,90,80,80,90,80,100,90,100,90,"High"
293,100,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,75,100,100,65,65,85,90,80,80,90,80,100,90,100,100,"High"
294,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,100,100,65,85,65,70,80,80,90,80,100,90,100,100,"High"
295,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,75,80,80,65,85,65,70,80,80,90,80,100,90,100,100,"High"
296,80,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,75,100,100,65,65,85,70,80,80,90,80,100,90,100,100,"High"
297,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,100,80,80,85,65,65,70,80,80,90,80,100,90,100,100,"High"
298,80,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,75,100,100,85,85,65,90,80,80,90,80,100,90,100,100,"High"
299,100,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,75,100,100,65,65,85,90,80,80,90,80,100,90,100,100,"High"
300,100,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,100,80,80,85,85,65,70,80,80,90,80,100,90,100,90,"High"
301,100,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,100,100,100,65,65,65,70,80,80,90,80,100,90,100,100,"High"
302,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,80,100,65,65,85,70,80,80,90,80,100,90,100,100,"High"
303,80,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,75,80,80,65,65,65,70,80,80,90,80,100,90,100,100,"High"
304,80,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,100,80,80,85,85,65,70,80,80,90,80,100,90,100,90,"High"
305,80,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,75,100,80,65,85,65,70,80,80,90,80,100,90,100,90,"High"
306,100,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,100,80,100,85,65,85,70,80,80,90,80,100,90,100,100,"High"
307,100,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,100,100,100,65,85,65,90,80,80,90,80,100,90,100,100,"High"
308,80,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,75,100,100,65,65,85,90,80,80,90,80,100,90,100,100,"High"
309,100,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,75,80,100,85,65,65,90,80,80,90,80,100,90,100,100,"High"
310,80,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,75,100,100,65,65,65,90,80,80,90,80,100,90,100,100,"High"
311,80,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,100,100,80,65,85,65,90,80,80,90,80,100,90,100,100,"High"
312,80,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,100,100,80,65,65,65,90,80,80,90,80,100,90,100,100,"High"
313,80,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,75,100,100,65,85,65,70,80,80,90,80,100,90,100,100,"High"
314,80,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,75,100,80,65,65,65,70,80,80,90,80,100,90,100,100,"High"
315,80,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,100,100,80,85,65,85,70,80,80,90,80,100,90,100,100,"High"
316,80,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,75,80,80,65,85,85,70,80,80,90,80,100,90,100,90,"High"
317,100,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,100,100,80,65,85,85,90,80,80,90,80,100,90,100,100,"High"
318,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,75,100,100,85,65,85,90,80,80,90,80,100,90,100,100,"High"
319,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,80,80,65,65,65,90,80,80,90,80,100,90,100,90,"High"
320,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,80,80,85,85,65,70,80,80,90,80,100,90,100,90,"High"
321,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,100,100,65,85,65,70,80,80,90,80,100,90,100,100,"High"
322,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,100,80,100,85,85,85,70,80,80,90,80,100,90,100,100,"High"
323,100,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,100,100,100,65,85,65,70,80,80,90,80,100,90,100,100,"High"
324,80,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,100,80,80,65,65,85,90,80,80,90,80,100,90,100,100,"High"
325,80,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,100,80,80,65,65,65,90,80,80,90,80,100,90,100,90,"High"
326,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,100,80,65,85,85,70,80,80,90,80,100,90,100,100,"High"
327,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,75,100,100,65,65,85,70,80,80,90,80,100,90,100,100,"High"
328,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,100,100,80,65,85,85,90,80,80,90,80,100,90,100,100,"High"
329,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,75,100,80,85,85,65,90,80,80,90,80,100,90,100,100,"High"
330,80,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,80,80,85,65,65,90,80,80,90,80,100,90,100,90,"High"
331,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,100,100,80,65,85,65,70,80,80,90,80,100,90,100,100,"High"
332,80,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,100,100,80,85,85,65,70,80,80,90,80,100,90,100,100,"High"
333,80,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,100,100,80,85,85,85,70,80,80,90,80,100,90,100,100,"High"
334,100,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,75,100,100,65,85,85,90,80,80,90,80,100,90,100,100,"High"
335,100,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,100,80,100,85,65,85,90,80,80,90,80,100,90,100,100,"High"
336,100,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,75,100,100,65,85,65,70,80,80,90,80,100,90,100,100,"High"
337,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,100,80,100,85,85,85,90,80,80,90,80,100,90,100,100,"High"
338,80,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,100,100,80,85,85,65,70,80,80,90,80,100,90,100,100,"High"
339,100,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,80,100,65,65,85,90,80,80,90,80,100,90,100,100,"High"
340,80,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,75,100,100,85,85,65,90,80,80,90,80,100,90,100,100,"High"
341,80,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,75,80,100,85,65,65,90,80,80,90,80,100,90,100,90,"High"
342,80,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,75,100,80,65,65,85,70,80,80,90,80,100,90,100,100,"High"
343,80,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,75,100,100,65,85,65,90,80,80,90,80,100,90,100,100,"High"
344,100,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,75,80,80,65,65,85,90,80,80,90,80,100,90,100,100,"High"
345,100,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,80,100,85,65,65,70,80,80,90,80,100,90,100,100,"High"
346,80,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,75,100,80,65,65,85,70,80,80,90,80,100,90,100,100,"High"
347,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,100,80,100,65,85,85,90,80,80,90,80,100,90,100,100,"High"
348,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,100,80,100,65,65,85,90,80,80,90,80,100,90,100,100,"High"
349,100,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,100,80,100,85,85,85,90,80,80,90,80,100,90,100,100,"High"
350,80,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,75,80,100,65,65,65,90,80,80,90,80,100,90,100,90,"High"
351,100,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,100,100,100,65,65,65,70,80,80,90,80,100,90,100,100,"High"
352,80,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,100,80,80,65,65,85,70,80,80,90,80,100,90,100,90,"High"
353,80,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,100,80,100,85,65,65,70,80,80,90,80,100,90,100,100,"High"
354,80,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,100,100,80,85,85,65,90,80,80,90,80,100,90,100,100,"High"
355,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,75,80,100,85,65,65,90,80,80,90,80,100,90,100,100,"High"
356,100,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,100,100,100,65,65,85,90,80,80,90,80,100,90,100,100,"High"
357,100,100,100,100,100,100,100,70,100,75,100,100,100,100,100,70,100,80,80,65,85,65,90,80,80,90,80,100,90,100,100,"High"
358,80,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,75,80,100,85,65,65,90,80,80,90,80,100,90,100,100,"High"
359,80,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,100,100,100,85,85,65,90,80,80,90,80,100,90,100,100,"High"
360,80,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,75,100,80,65,85,65,90,80,80,90,80,100,90,100,100,"High"
361,80,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,75,80,100,65,65,85,90,80,80,90,80,100,90,100,100,"High"
362,100,100,100,100,100,100,100,70,100,75,100,100,80,100,100,70,100,100,80,85,65,65,90,80,80,90,80,100,90,100,100,"High"
363,100,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,100,80,100,65,85,85,90,80,80,90,80,100,90,100,100,"High"
364,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,75,100,100,65,65,65,70,80,80,90,80,100,90,100,100,"High"
365,100,100,100,100,100,100,100,70,100,100,100,100,100,70,100,70,75,80,80,65,65,85,70,80,80,90,80,100,90,100,100,"High"
366,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,75,100,80,65,85,65,90,80,80,90,80,100,90,100,100,"High"
367,100,100,100,100,100,100,100,70,100,100,100,100,80,100,100,70,100,100,80,85,85,65,90,80,80,90,80,100,90,100,100,"High"
368,100,100,100,100,100,100,100,70,100,75,100,100,100,70,100,70,75,100,100,85,85,65,70,80,80,90,80,100,90,100,100,"High"
369,100,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,100,80,80,85,65,85,70,80,80,90,80,100,90,100,100,"High"
370,80,100,100,100,100,100,100,70,100,100,100,100,80,70,100,70,100,80,80,65,65,85,90,80,80,90,80,100,90,100,90,"High"
371,80,100,100,100,100,100,100,70,100,100,100,100,100,100,100,70,100,80,80,85,65,85,70,80,80,90,80,100,90,100,100,"High"
372,80,100,100,100,100,100,100,70,100,75,100,100,80,70,100,70,75,100,100,65,65,85,70,80,80,90,80,100,90,100,90,"High"
